City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,dzhalagash,45.0833,64.6667,-2.49,52,65,5.05,KZ,1731437192
363,lautoka,-17.6167,177.4667,23.92,88,20,0.0,FJ,1731437193
364,onega,63.9061,38.1404,-0.76,92,77,2.68,RU,1731437194
365,kuraymah,18.55,31.85,26.78,29,0,7.16,SD,1731437195
366,sorong,-0.8833,131.25,26.42,85,18,3.27,ID,1731437196
367,nova vicosa,-17.8919,-39.3719,27.99,71,3,6.25,BR,1731437197
368,mawlaik,23.6333,94.4167,19.88,94,9,0.38,MM,1731437199
369,bijie,27.3125,105.2942,13.0,99,100,1.59,CN,1731437200
370,zag,46.9441,99.165,-15.04,95,99,0.81,MN,1731437201
371,kapuskasing,49.4169,-82.4331,-1.95,86,100,2.06,CA,1731437202
372,mukalla,14.5425,49.1242,25.45,62,1,0.66,YE,1731437203
373,mendoza,-32.8908,-68.8272,28.74,16,0,3.6,AR,1731437204
374,morehead city,34.7229,-76.726,21.14,50,0,6.69,US,1731437205
375,mandalgovi,45.7625,106.2708,-1.06,48,98,3.84,MN,1731437206
376,antofagasta,-23.65,-70.4,19.6,71,2,3.41,CL,1731437208
377,kardla,58.9978,22.7492,6.51,80,100,2.2,EE,1731437210
378,sandnessjoen,66.0217,12.6316,9.06,100,75,10.8,NO,1731437211
379,al wafrah,28.6392,47.9306,25.51,37,58,3.42,KW,1731437212
380,kerikeri,-35.2268,173.9474,16.07,91,96,0.76,NZ,1731437213
381,tanaina,61.6269,-149.4281,-8.84,92,100,1.54,US,1731437215
382,shimoda,34.6667,138.95,16.89,82,23,4.55,JP,1731437216
383,geyve,40.5075,30.2925,11.89,92,100,1.75,TR,1731437217
384,hami,42.8,93.45,9.79,50,99,4.46,CN,1731437218
385,tsiombe,-25.3,45.4833,22.27,92,97,1.56,MG,1731437220
386,pemalang,-6.9,109.3667,26.37,76,100,1.38,ID,1731437221
387,farasan,16.7022,42.1183,29.21,67,100,2.68,SA,1731437222
388,antsiranana,-12.2787,49.2917,25.07,77,83,7.26,MG,1731437223
389,stettler,52.3168,-112.7186,7.69,43,1,5.26,CA,1731437224
390,sakhnovshchyna,49.1517,35.872,0.81,77,36,3.01,UA,1731437225
391,ormond-by-the-sea,29.3491,-81.0665,27.05,82,75,5.14,US,1731437226
392,abu jibeha,11.4562,31.2285,28.37,34,35,2.77,SD,1731437227
393,st. john's,47.5649,-52.7093,13.09,98,100,4.12,CA,1731437228
394,zumarraga,11.6388,124.8417,25.49,86,98,1.6,PH,1731437230
395,mozarlandia,-14.7447,-50.5706,29.2,66,99,1.6,BR,1731437231
396,alice springs,-23.7,133.8833,22.75,73,20,2.06,AU,1731437232
397,tromso,69.6496,18.957,7.01,81,75,13.38,NO,1731437233
398,khanty-mansiysk,61.0042,69.0019,-13.94,78,40,2.0,RU,1731437234
399,chonchi,-42.6128,-73.8092,15.17,60,98,1.86,CL,1731437235
400,brokopondo,4.75,-55.1667,28.17,75,84,2.07,SR,1731437236
401,tanjung pandan,-2.75,107.65,25.62,86,90,1.17,ID,1731437237
402,olyokminsk,60.3736,120.4264,-17.69,98,97,0.94,RU,1731437238
403,karaton,-6.3424,106.1045,23.01,96,81,0.47,ID,1731437240
404,aswan,24.0934,32.907,24.61,25,0,3.6,EG,1731437241
405,tolanaro,-25.0319,46.9987,25.04,83,40,2.06,MG,1731437242
406,lerik,38.7726,48.4128,5.06,100,100,2.34,AZ,1731437243
407,loukhi,66.0764,33.0381,0.33,94,99,2.57,RU,1731437244
408,fada,7.25,4.0667,29.37,65,20,1.03,NG,1731437245
409,terrace,54.5163,-128.6035,4.95,100,75,3.6,CA,1731437246
410,aktau,43.65,51.2,4.32,69,51,6.52,KZ,1731437247
411,mil'kovo,55.6078,37.7956,1.86,52,100,3.02,RU,1731437249
412,lamu,-2.2717,40.902,26.61,82,97,3.16,KE,1731437250
413,cockburn town,21.4612,-71.1419,27.94,81,18,7.44,TC,1731437251
414,poyarkovo,49.6,128.6833,-6.06,84,17,2.56,RU,1731437252
415,chimoio,-19.1164,33.4833,25.92,78,20,1.49,MZ,1731437253
416,ebon,4.582,168.6964,28.61,71,96,5.44,MH,1731437254
417,praia da vitoria,38.7333,-27.0667,20.14,94,40,6.85,PT,1731437255
418,hun,29.1268,15.9477,22.35,21,100,3.72,LY,1731437256
419,saint-francois,46.4154,3.9054,7.69,78,100,1.54,FR,1731437257
420,harstad,68.799,16.5293,9.53,92,100,14.31,NO,1731437258
421,utrik,11.2278,169.8474,28.14,73,8,6.67,MH,1731437259
422,bamboo flat,11.7,92.7167,25.05,100,75,1.03,IN,1731437261
423,xining,36.6167,101.7667,2.93,82,100,1.29,CN,1731437262
424,thunder bay,48.4001,-89.3168,5.99,61,75,6.17,CA,1731437263
425,la'ie,21.6477,-157.9253,25.62,79,73,2.68,US,1731437264
426,mirny,62.5353,113.9611,-18.13,98,100,0.74,RU,1731437265
427,ad-damazin,11.7891,34.3592,31.67,35,93,0.96,SD,1731437266
428,molde,62.7375,7.1591,7.91,93,75,2.57,NO,1731437267
429,the pas,53.8251,-101.2541,5.01,75,0,6.17,CA,1731437268
430,nieuw amsterdam,5.8833,-55.0833,32.01,62,40,3.09,SR,1731437269
431,takoradi,4.8845,-1.7554,26.8,80,18,2.7,GH,1731437270
432,caiaponia,-16.9567,-51.8103,26.97,67,99,3.09,BR,1731437272
433,laojunmiao,39.8333,97.7333,2.57,60,100,1.32,CN,1731437273
434,wenchang,30.904,118.4887,14.57,83,6,3.34,CN,1731437274
435,sao jose da coroa grande,-8.8978,-35.1478,27.06,70,13,5.76,BR,1731437275
436,colares,38.7992,-9.4469,16.85,67,0,4.63,PT,1731437276
437,solleftea,63.1667,17.2667,0.92,93,100,2.0,SE,1731437277
438,argostolion,38.1811,20.489,16.04,88,75,3.09,GR,1731437278
439,niquero,20.0431,-77.5828,28.59,74,54,3.01,CU,1731437281
440,san onofre,9.7359,-75.5263,27.95,74,49,4.1,CO,1731437282
441,kismayo,-0.3582,42.5454,26.93,83,68,4.03,SO,1731437283
442,mae hong son,19.3003,97.9685,20.92,89,0,0.69,TH,1731437284
443,neon karlovasion,37.7903,26.7044,15.5,57,100,1.21,GR,1731437285
444,atherton,53.5237,-2.4935,7.9,84,96,0.45,GB,1731437286
445,miki,34.8,134.9833,15.16,79,45,2.88,JP,1731437287
446,huron,41.1501,-82.5499,8.71,67,9,6.31,US,1731437289
447,mandan,46.8267,-100.8896,10.0,74,0,9.77,US,1731437290
448,salekhard,66.53,66.6019,-24.33,93,81,1.66,RU,1731437291
449,la ronge,55.1001,-105.2842,3.14,81,100,4.12,CA,1731437292
450,kovylkino,54.0388,43.9139,-1.39,85,84,3.34,RU,1731437277
451,flin flon,54.7682,-101.865,4.91,75,75,5.66,CA,1731437295
452,kuching,1.55,110.3333,25.55,97,20,0.51,MY,1731437065
453,khlung,12.4547,102.2214,23.44,84,100,1.55,TH,1731437298
454,charlottetown,46.2352,-63.1267,9.29,99,100,3.09,CA,1731437299
455,skeldon,5.8833,-57.1333,28.76,68,98,3.54,GY,1731437301
456,severo-yeniseyskiy,60.3725,93.0408,-15.59,88,100,4.95,RU,1731437302
457,bolgatanga,10.7856,-0.8514,29.48,26,100,2.38,GH,1731437303
458,inverloch,-38.6333,145.7167,14.75,91,18,2.54,AU,1731437304
459,tangalle,6.024,80.7911,24.82,91,80,2.39,LK,1731437305
460,pahrump,36.2083,-115.9839,14.58,26,1,4.47,US,1731437307
461,kiffa,16.6166,-11.4045,30.42,12,0,1.01,MR,1731437308
462,island harbour,50.724,-1.2758,11.12,65,98,2.68,GB,1731437309
463,matamey,13.4231,8.4749,26.91,22,8,3.92,NE,1731437312
464,omidiyeh,30.7597,49.705,27.43,33,10,3.9,IR,1731437313
465,kagizman,40.1567,43.1342,8.07,73,0,1.49,TR,1731437314
466,changji,44.0167,87.3167,3.44,93,100,3.0,CN,1731437315
467,cannonvale,-20.2833,148.7,23.66,75,66,2.21,AU,1731437316
468,tazacorte,28.629,-17.9293,21.54,89,20,5.14,ES,1731437317
469,caleta de carquin,-11.0925,-77.6267,20.75,74,100,3.72,PE,1731437318
470,necochea,-38.5473,-58.7368,17.22,52,2,5.99,AR,1731437319
471,acapulco de juarez,16.8634,-99.8901,29.9,74,0,4.63,MX,1731437320
472,msanga,-6.05,36.0333,25.47,45,97,3.57,TZ,1731437322
473,rongelap,11.1635,166.8941,28.19,76,94,6.35,MH,1731437323
474,masuguru,-11.3667,38.4167,30.0,52,97,4.82,TZ,1731437324
475,winston-salem,36.0999,-80.2442,19.75,43,0,3.55,US,1731437182
476,kedougou,12.5579,-12.1743,32.32,48,0,1.03,SN,1731437326
477,soe,-9.8607,124.284,18.66,73,5,1.07,ID,1731437327
478,souillac,-20.5167,57.5167,25.21,78,75,4.63,MU,1731437328
479,papao,-17.75,-149.55,26.82,77,69,8.7,PF,1731437329
480,villa gesell,-37.2639,-56.973,19.4,51,100,2.62,AR,1731437330
481,beidao,34.5686,105.8933,10.93,86,100,0.86,CN,1731437331
482,madimba,-10.4,40.3333,26.62,89,20,2.57,TZ,1731437333
483,podgornoye,51.735,39.1496,1.12,69,75,2.0,RU,1731437334
484,minzhu,43.7286,127.3447,-0.56,69,0,0.54,CN,1731437335
485,faaa,-17.55,-149.6,26.98,74,100,3.09,PF,1731437336
486,wanda,-25.9693,-54.5697,21.43,36,46,0.48,AR,1731437337
487,vilyuchinsk,52.9306,158.4028,-5.85,78,22,5.3,RU,1731437338
488,anaconda,46.1285,-112.9423,4.02,43,88,5.83,US,1731437339
489,piove di sacco-piovega,45.2975,12.0428,8.36,71,71,3.96,IT,1731437342
490,bandiagara,14.3501,-3.6104,27.89,18,100,2.08,ML,1731437343
491,laminusa,5.5549,120.9136,28.17,71,76,0.95,PH,1731437344
492,rawson,-43.3002,-65.1023,21.16,30,0,7.72,AR,1731437345
493,sao felix do xingu,-6.6447,-51.995,30.27,56,77,1.03,BR,1731437346
494,nema,57.5067,50.5011,-1.63,87,94,4.12,RU,1731437348
495,cintruenigo,42.0777,-1.8088,7.92,63,86,9.77,ES,1731437349
496,verkhnevilyuysk,63.4453,120.3167,-10.88,97,100,1.89,RU,1731437351
497,auki,-8.7676,160.7034,25.25,91,100,2.27,SB,1731437352
498,cidreira,-30.1811,-50.2056,20.18,48,0,6.18,BR,1731437353
499,zakynthos,37.7914,20.8953,14.62,100,100,2.06,GR,1731437354
500,katsuura,35.1333,140.3,17.25,81,0,5.61,JP,1731437355
501,egilsstadir,65.2653,-14.3948,7.95,46,0,13.89,IS,1731437356
502,kununurra,-15.7667,128.7333,25.99,89,75,3.6,AU,1731437357
503,belmonte,-15.8631,-38.8828,27.13,73,3,5.42,BR,1731437358
504,timbuktu,16.7735,-3.0074,28.68,14,99,3.61,ML,1731437359
505,narvik,68.4384,17.4272,6.56,95,100,2.76,NO,1731437360
506,bardai,11.65,7.2333,24.21,30,32,3.69,NG,1731437362
507,al manshah,26.4769,31.8035,23.14,43,0,7.72,EG,1731437363
508,alaior,39.9303,4.1404,13.86,67,20,7.2,ES,1731437364
509,kaliua,-5.0606,31.7936,21.87,65,5,1.81,TZ,1731437365
510,emporia,38.4039,-96.1817,17.11,55,0,5.14,US,1731437366
511,ust-tsilma,65.441,52.1498,-4.22,96,100,3.52,RU,1731437367
512,angaur state,6.906,134.13,28.39,71,97,1.14,PW,1731437368
513,adam,22.3756,57.5233,24.82,30,0,2.11,OM,1731437369
514,opatija,45.3392,14.3083,9.38,73,5,3.83,HR,1731437370
515,waddan,29.1614,16.139,22.01,22,100,3.02,LY,1731437371
516,pervomayskoye,43.919,46.7102,6.54,66,100,4.21,RU,1731437373
517,zeya,53.75,127.2667,-13.08,98,98,1.15,RU,1731437374
518,gokceada,40.2011,25.909,15.38,80,100,9.95,TR,1731437375
519,grand gaube,-20.0064,57.6608,24.1,84,5,0.45,MU,1731437376
520,sarakhs,36.5449,61.1577,12.33,68,100,3.53,IR,1731437377
521,marondera,-18.1853,31.5519,17.87,82,100,0.41,ZW,1731437378
522,lagoa,39.05,-27.9833,19.79,86,100,10.51,PT,1731437379
523,nabire,-3.3667,135.4833,23.48,92,100,1.08,ID,1731437380
524,mili,6.0815,171.735,27.59,77,100,3.24,MH,1731437381
525,linares,-35.85,-71.6,27.51,21,0,7.03,CL,1731437383
526,cherlak,54.155,74.8055,-10.31,93,100,5.09,RU,1731437384
527,kotabumi,-4.8333,104.9,24.88,90,100,0.65,ID,1731437385
528,slupca,52.2873,17.8719,-2.09,63,0,0.71,PL,1731437386
529,urangan,-25.3,152.9,24.15,77,18,6.9,AU,1731437387
530,saint-philippe,-21.3585,55.7679,23.29,81,52,4.73,RE,1731437388
531,fortuna foothills,32.6578,-114.4119,22.59,21,0,6.69,US,1731437389
532,lincoln city,44.9582,-124.0179,13.16,94,100,4.47,US,1731437391
533,sao joao da barra,-21.6403,-41.0511,32.05,79,0,6.43,BR,1731437392
534,itoman,26.1247,127.6694,25.01,83,100,4.63,JP,1731437393
535,haradok,55.4624,29.9816,0.11,82,63,1.36,BY,1731437394
536,tabas,33.5959,56.9244,18.9,35,9,1.69,IR,1731437395
537,chiscani,45.1833,27.9333,7.07,81,68,2.38,RO,1731437396
538,luena,-11.7833,19.9167,17.57,91,14,1.99,AO,1731437397
539,gizo,-8.103,156.8419,27.7,78,97,1.96,SB,1731437398
540,punta gorda,26.9298,-82.0454,32.03,64,0,4.63,US,1731437399
541,constitucion,-35.3333,-72.4167,20.82,48,8,8.77,CL,1731437402
542,pokachi,61.7198,75.3683,-25.13,100,41,1.89,RU,1731437403
543,usinsk,65.9939,57.5281,-20.14,91,82,1.7,RU,1731437404
544,port saint john's,-31.6229,29.5448,21.47,87,100,3.3,ZA,1731437405
545,ilovlya,49.3033,43.9796,0.35,73,14,1.66,RU,1731437406
546,jabat,7.75,168.9751,28.06,77,100,4.76,MH,1731437407
547,krasnyy chikoy,50.3643,108.7512,-10.66,99,91,0.86,RU,1731437408
548,puerto quijarro,-17.7833,-57.7667,34.72,37,43,3.7,BO,1731437410
549,al ghayzah,16.2079,52.176,26.34,53,0,2.0,YE,1731437411
550,mantua,45.1667,10.7833,7.77,88,100,2.73,IT,1731437412
551,ingeniero guillermo n. juarez,-23.9,-61.85,26.81,30,17,2.1,AR,1731437413
552,whakatane,-37.9585,176.9854,15.84,88,71,0.89,NZ,1731437414
553,sovetsk,55.0839,21.8785,-0.61,85,31,0.51,RU,1731437416
554,chernyshevsk,52.5243,117.0174,-13.67,97,83,0.93,RU,1731437417
555,kenora,49.8167,-94.4337,4.54,60,75,8.75,CA,1731437418
556,kilindoni,-7.9139,39.6668,27.26,80,9,6.52,TZ,1731437421
557,jining,35.405,116.5814,15.88,87,100,2.92,CN,1731437299
558,yarmouth,41.7057,-70.2286,12.03,60,20,13.86,US,1731437423
559,agadez,19.75,10.25,22.68,21,0,3.13,NE,1731437424
560,bayanhongor,46.7167,100.1167,-12.28,82,87,1.88,MN,1731437425
561,touros,-5.1989,-35.4608,27.77,66,5,6.18,BR,1731437426
562,sikasso,10.9167,-7.0,27.07,33,35,1.02,ML,1731437427
563,mostovskoy,44.4122,40.7936,3.87,86,0,1.0,RU,1731437428
564,williston,48.147,-103.618,7.99,55,100,1.6,US,1731437429
565,dwarka,22.2394,68.9678,27.28,65,0,5.46,IN,1731437431
566,kindu,-2.95,25.95,22.71,83,10,0.64,CD,1731437432
567,yaren,-0.5472,166.916,27.89,65,11,5.89,NR,1731437433
568,benjamin constant,-4.3831,-70.0311,34.07,54,40,0.51,BR,1731437434
569,pingliang,35.5392,106.6861,8.45,91,93,0.32,CN,1731437435
570,dawson creek,55.7666,-120.2362,-5.2,93,100,1.03,CA,1731437436
571,tufesti,45.05,27.8167,6.98,83,80,2.3,RO,1731437437
572,rybnoye,54.7256,39.5119,-0.54,84,34,3.39,RU,1731437438
573,wamba,8.9333,8.6,26.49,36,35,1.14,NG,1731437439
574,naze,28.3667,129.4833,20.86,76,100,3.57,JP,1731437440
575,colombo,6.9319,79.8478,26.97,78,96,1.17,LK,1731437442
576,mabaruma,8.2,-59.7833,25.27,93,100,1.02,GY,1731437443
577,naro,37.2935,13.7936,14.09,91,81,4.4,IT,1731437444
578,prince george,53.9166,-122.753,4.79,95,75,6.69,CA,1731437445
579,recani,31.2846,-4.2688,19.8,34,20,2.36,MA,1731437446
580,mayma,52.0197,85.9114,-9.72,91,60,0.54,RU,1731437447
581,fort st. john,56.2499,-120.8529,-8.06,79,75,2.57,CA,1731437448
582,belyy yar,53.6039,91.3903,-8.06,57,0,6.0,RU,1731437449
583,stanthorpe,-28.6667,151.95,17.46,99,13,1.74,AU,1731437450
584,rongai,-0.1733,35.8638,15.66,81,18,0.54,KE,1731437452
585,aral,40.5156,81.2636,8.2,52,97,0.22,CN,1731437453
586,ierapetra,35.01,25.7353,20.64,75,0,0.89,GR,1731437455
587,brigantine,39.4101,-74.3646,14.11,48,0,10.29,US,1731437456
588,arno,60.1167,18.6333,3.1,87,13,2.47,SE,1731437457
589,panacan,9.2463,118.4082,26.42,80,81,0.68,PH,1731437458
590,nuuk,64.1835,-51.7216,-0.66,80,100,13.89,GL,1731437459
591,pangody,65.85,74.4859,-21.96,98,100,4.04,RU,1731437461
